x,y,z
116.352,6.14687,-10.6467
115.438,5.70158,-9.87546
115.501,5.37499,-9.30979
115.561,5.04272,-8.73428
115.617,4.71025,-8.15843
115.669,4.37763,-7.58231
115.719,4.03377,-6.98673
115.764,3.7009,-6.41017
115.804,3.36787,-5.83334
115.841,3.04028,-5.26594
115.874,2.70707,-4.68881
115.903,2.37375,-4.11146
115.928,2.04034,-3.53399
115.949,1.71242,-2.96602
115.967,1.37892,-2.38837
115.981,1.04535,-1.8106
115.991,0.711739,-1.23277
115.998,0.366989,-0.635646
116,0.0333712,-0.0578009
x,y,z
116,-0.139016,0.240785
115.996,-0.472651,0.818659
115.988,-0.817391,1.41577
115.977,-1.15098,1.99357
115.962,-1.48454,2.5713
115.943,-1.81804,3.14895
115.921,-2.14593,3.71687
115.894,-2.4793,4.29429
115.864,-2.81259,4.87157
115.829,-3.14579,5.44869
115.792,-3.47334,6.01602
115.762,-3.71199,6.42937
